team,season,week,l5_off_epa,l5_def_epa
CLE,2016,11,-0.05219672285020351,0.23107374235987663
CLE,2016,12,-0.11303620152175427,0.2251439116895199
CLE,2016,14,-0.1949701052159071,0.13706054873764514
CLE,2016,15,-0.22362663820385933,0.1284388441592455
CLE,2016,16,-0.21469717305153607,0.11051944680511952
CLE,2016,17,-0.14135620649904013,0.11970550529658794
CLE,2017,1,-0.09440669883042574,0.09641467966139317
CLE,2017,2,-0.05352110732346773,0.09128508567810059
CLE,2017,3,-0.07412709463387727,0.05452935323119164
CLE,2017,4,-0.07986155208200216,-0.0027069102972745894
CLE,2017,5,-0.12795725148171186,0.01010979451239109
CLE,2017,6,-0.14744053203612567,-0.02305080182850361
CLE,2017,7,-0.18606579024344683,-0.037553150579333304
CLE,2017,8,-0.19748390335589647,-0.07098345495760441
CLE,2017,10,-0.22742912620306016,-0.06654308452270925
CLE,2017,11,-0.1869407594203949,-0.0744792269077152
CLE,2017,12,-0.2969984009861946,-0.08694572015665472
CLE,2017,13,-0.20473544150590897,-0.03071493967436254
CLE,2017,14,-0.17496506869792938,0.0422101600561291
CLE,2017,15,-0.11456446051597595,0.07894150167703629
CLE,2017,16,-0.17221057265996934,0.05889718346297741
CLE,2017,17,-0.11525384038686752,0.09735936047509312
CLE,2018,1,-0.14015960544347764,0.049459269363433124
CLE,2018,2,-0.14607160091400145,-0.012833172362297774
CLE,2018,3,-0.192772713303566,-0.08234143881127239
CLE,2018,4,-0.12647591903805733,-0.10884295245632529
CLE,2018,5,-0.05841101258993149,-0.10850845687091351
CLE,2018,6,-0.07727600634098053,-0.12628084979951382
CLE,2018,7,-0.1130484938621521,-0.048190605267882346
CLE,2018,8,-0.1199306458234787,-0.03776204250752926
CLE,2018,9,-0.13722457513213157,0.014792259410023689
CLE,2018,10,-0.12840027809143068,0.11468329876661301
CLE,2018,12,-0.04115219265222549,0.1488236403092742
CLE,2018,13,0.07699024528265,0.09489042703062296
CLE,2018,14,0.06077086180448532,0.13181033823639154
CLE,2018,15,0.0901351279579103,0.10836158487945795
CLE,2018,16,0.05703250830993056,-0.007957502268254757
CLE,2018,17,0.04543730085715651,-0.004289393499493599
CLE,2019,1,0.013845837768167257,0.019174838811159133
CLE,2019,2,-0.014089938346296548,0.019202107936143874
CLE,2019,3,-0.022229640930891036,-0.054494643956422804
CLE,2019,4,-0.03296472802758217,-0.028175202757120134
CLE,2019,5,-0.014310739189386367,-0.028973405621945857
CLE,2019,6,-0.13730927482247351,-0.004032770358026028
CLE,2019,8,-0.07676666229963303,0.0036707306280732155
CLE,2019,9,-0.12347987368702888,0.07044741753488779
CLE,2019,10,-0.09622249305248261,0.06762102413922548
CLE,2019,11,-0.1634383074939251,0.07210609093308448
CLE,2019,12,-0.08728602156043053,-0.07531387731432915
CLE,2019,13,-0.029242245852947234,-0.10715491399168968
CLE,2019,14,0.011667567491531371,-0.10065601756796241
CLE,2019,15,0.025199758261442183,-0.1090478883124888
CLE,2019,16,0.03529108911752701,-0.06622299114242196
CLE,2019,17,0.035324423015117644,0.09181657275184989
CLE,2020,1,-0.008184830099344254,0.128129508998245
CLE,2020,2,-0.043786310404539106,0.16782630737870932
CLE,2020,3,0.01008593812584877,0.1848093241453171
CLE,2020,4,0.005638083070516586,0.11256946921348572
CLE,2020,5,0.10660456046462059,0.08917693793773651
CLE,2020,6,0.10927663519978523,0.05301622673869133
CLE,2020,7,0.05461466684937477,0.029384001344442367
CLE,2020,8,0.07668912187218666,0.06619553193449974
CLE,2020,10,0.05612264275550842,0.11721549853682518
CLE,2020,11,-0.027149149775505067,0.0895637845620513
CLE,2020,12,-0.07491740211844444,0.05055427085608244
CLE,2020,13,0.06799458637833596,0.06350041758269072
CLE,2020,14,0.03346597328782082,0.020203247480094434
CLE,2020,15,0.08870074152946472,0.06930699627846479
CLE,2020,16,0.1500140517950058,0.05453296601772308
CLE,2020,17,0.16309391260147094,0.0990780096501112
CLE,2021,1,0.15099890232086183,0.09193038009107113
CLE,2021,2,0.15726426839828492,0.14953416101634504
CLE,2021,3,0.13609904050827026,0.0917371403425932
CLE,2021,4,0.07926808595657349,-0.017329934611916543
CLE,2021,5,0.09260983318090439,-0.06564961820840835
CLE,2021,6,0.1240562304854393,-0.029682213068008424
CLE,2021,7,0.01497228592634201,-0.06505976617336273
CLE,2021,8,0.021993191540241243,-0.062241575121879576
CLE,2021,9,0.006127935647964477,0.07044191360473633
CLE,2021,10,0.08246379345655441,0.05837130546569824
CLE,2021,11,-0.012731622159481048,0.09597066044807434
CLE,2021,12,0.024473136663436888,0.017199519276618957
CLE,2021,14,-0.050670462846755984,-0.035224372148513795
CLE,2021,15,-0.04835229367017746,-0.06833924651145935
CLE,2021,16,-0.11515836901962757,-0.004940841300413013
CLE,2021,17,-0.04920211620628834,-0.07571028540842235
CLE,2021,18,-0.08107197023928166,-0.0489485255908221
CLE,2022,1,-0.046943524107337,-0.055103280348703265
CLE,2022,2,-0.025893939286470415,-0.03030389524064958
CLE,2022,3,0.03641618750989437,0.02301923427730799
CLE,2022,4,0.028692343458533286,-0.009418274275958538
CLE,2022,5,0.08788337744772434,0.019281712360680103
CLE,2022,6,0.12870822213590144,0.11260886508971453
CLE,2022,7,0.06926737502217292,0.14124246016144754
CLE,2022,8,0.026659318059682847,0.07390904799103737
CLE,2022,10,0.03351002857089043,0.04629296362400055
CLE,2022,11,0.005115641653537751,0.10647547543048859
CLE,2022,12,-0.013835509121418,0.0723357692360878
CLE,2022,13,0.04764255434274674,0.03394358456134796
CLE,2022,14,-0.01997855305671692,-0.0405611127614975
CLE,2022,15,-0.07652437686920166,-0.0028632789850234984
CLE,2022,16,-0.06335344985127449,-0.11440716087818145
CLE,2022,17,-0.13033790066838263,-0.15960183441638948
CLE,2022,18,-0.10503637865185737,-0.1882805421948433
CLE,2023,1,-0.05569513738155365,-0.08407659977674484
CLE,2023,2,-0.056172505021095276,-0.17642862349748611
CLE,2023,3,-0.09307225272059441,-0.2126596227288246
CLE,2023,4,-0.037872578203678134,-0.27773289680480956
CLE,2023,6,-0.16940857023000716,-0.23538913130760192
CLE,2023,7,-0.2048831455409527,-0.2881942689418793
CLE,2023,8,-0.21445421501994133,-0.20877123847603798
CLE,2023,9,-0.1897381328046322,-0.12583041321486235
CLE,2023,10,-0.2082454115152359,-0.19910377990454436
CLE,2023,11,-0.08960826843976974,-0.24004835914820433
CLE,2023,12,-0.07918960601091385,-0.2238059563562274
CLE,2023,13,-0.09741594940423966,-0.21951026525348424
CLE,2023,14,-0.09967747032642364,-0.19858277589082718
CLE,2023,15,-0.1123845249414444,-0.07487318068742752
CLE,2023,16,-0.20385494977235794,-0.10316050797700882
CLE,2023,17,-0.15338869541883468,-0.1356512948870659
CLE,2023,18,-0.1091824196279049,-0.16516360640525818
CLE,2024,1,-0.13988940194249153,-0.18622096739709376
CLE,2024,2,-0.16740088835358619,-0.17088000290095806
CLE,2024,3,-0.0888623021543026,-0.11562392227351666
CLE,2024,4,-0.18554850146174431,-0.0707848746329546
CLE,2024,5,-0.1976907879114151,-0.06607594080269337
CLE,2024,6,-0.20892882943153382,-0.051333194226026536
CLE,2024,7,-0.15865113064646721,-0.009277644008398056
CLE,2024,8,-0.19365678802132608,-0.045452433079481123
CLE,2024,9,-0.09301779344677925,-0.01857234388589859
CLE,2024,11,-0.12358651086688041,0.01821189895272255
CLE,2024,12,-0.05760418176651001,0.06142691150307655
CLE,2024,13,-0.05246389582753182,0.033847807347774504
CLE,2024,14,-0.034159759432077406,0.08442298844456672
CLE,2024,15,-0.09294348433613778,0.031131470948457717
CLE,2024,16,-0.1414926178753376,0.0012041464447975158
CLE,2024,17,-0.20240930318832398,-0.04243531823158264
CLE,2024,18,-0.2764482617378235,-0.05150609984993935
DAL,2016,3,0.08423550892621279,0.07685291394591331
DAL,2016,4,0.12876242212951183,0.04292633074025313
DAL,2016,5,0.1498833210207522,0.03290736995404586
DAL,2016,6,0.17311299331486224,0.05184125560335815
DAL,2016,8,0.1968461900949478,-0.012340015592053532
DAL,2016,9,0.17908545732498168,-0.03356069219298661
DAL,2016,10,0.20688050091266633,-0.034862981038168074
DAL,2016,11,0.23010641038417817,-0.016314391046762466
DAL,2016,12,0.21578468978405,-0.01624486818909645
DAL,2016,13,0.24957164227962494,0.09304885491728783
DAL,2016,14,0.19151222407817842,0.08710751906037331
DAL,2016,15,0.04617861807346344,0.011169900000095368
DAL,2016,16,-0.004504549503326416,-0.03480097204446793
DAL,2016,17,0.040935075283050536,-0.053861388564109804
DAL,2017,1,-0.07135393023490906,-0.11632930655032396
DAL,2017,2,-0.014842002093791962,-0.1281389581039548
DAL,2017,3,-0.009814254939556122,-0.030961460061371328
DAL,2017,4,-0.006312039494514465,-0.01692956555634737
DAL,2017,5,-0.05882255733013153,0.006880247406661511
DAL,2017,7,0.025819483399391174,0.07146559059619903
DAL,2017,8,0.06525847762823105,0.055752110481262204
DAL,2017,9,0.14210958555340766,0.007017861306667328
DAL,2017,10,0.16456584259867668,0.027919943630695342
DAL,2017,11,0.09633862897753716,0.009286510944366454
DAL,2017,12,-0.026240069419145584,-0.004096090793609619
DAL,2017,13,-0.1362410731613636,0.09784301221370698
DAL,2017,14,-0.13979132547974588,0.1018137514591217
DAL,2017,15,-0.11528009846806526,0.06995563209056854
DAL,2017,16,-0.06384661868214607,0.0602988600730896
DAL,2017,17,-0.01867854967713356,-0.017267346382141113
DAL,2018,1,0.015201317518949509,-0.1532107412815094
DAL,2018,2,-0.015714684128761293,-0.1440320774912834
DAL,2018,3,-0.05978747010231018,-0.14083321392536163
DAL,2018,4,-0.12177251279354095,-0.13986068721860648
DAL,2018,5,-0.031142029166221618,-0.05522911306470633
DAL,2018,6,-0.039861610531806944,-0.004289681278169155
DAL,2018,7,0.006388385593891144,-0.0749957462772727
DAL,2018,9,-0.02647547796368599,-0.06614721994847059
DAL,2018,10,-0.0030285976827144623,-0.04688456729054451
DAL,2018,11,0.002494651824235916,-0.11898040920495986
DAL,2018,12,0.05181340798735619,-0.09042424317449331
DAL,2018,13,0.0509574644267559,-0.014267467521131038
DAL,2018,14,0.0270693376660347,-0.07195480298250914
DAL,2018,15,0.06340730935335159,-0.10685790907591582
DAL,2018,16,-0.01501673310995102,-0.08062616493552924
DAL,2018,17,-0.04801734685897827,-0.10204098224639893
DAL,2019,1,-0.02468239516019821,-0.05222315937280655
DAL,2019,2,0.08954160660505295,0.042605383694171904
DAL,2019,3,0.13389616310596467,0.07428288608789443
DAL,2019,4,0.20962200164794922,0.0008124768733978272
DAL,2019,5,0.18882723450660704,-0.007132181525230407
DAL,2019,6,0.15829706192016602,-0.019397549331188202
DAL,2019,7,0.09945467859506607,-0.016148288547992707
DAL,2019,9,0.07014983147382736,-0.10665596276521683
DAL,2019,10,0.04731394052505493,-0.09642232209444046
DAL,2019,11,0.11521842181682587,-0.021494896709918977
DAL,2019,12,0.1556635469198227,-0.029982464015483858
DAL,2019,13,0.10903475433588028,-0.09048012346029281
DAL,2019,14,0.07310816496610642,0.005671644210815429
DAL,2019,15,0.06756090223789216,0.0615606926381588
DAL,2019,16,0.09488311111927032,-0.004366215318441391
DAL,2019,17,0.011060073971748352,-0.014112062752246857
DAL,2020,1,0.0772142767906189,-0.07246104031801223
DAL,2020,2,0.08130399510264397,-0.09245432950556279
DAL,2020,3,0.07966554835438729,-0.07743492834270001
DAL,2020,4,0.044738069921731946,-0.04450886361300945
DAL,2020,5,0.10669674351811409,0.02560066543519497
DAL,2020,6,0.07279497236013413,0.11627173377200961
DAL,2020,7,0.0414333812892437,0.17535687377676368
DAL,2020,8,-0.03245566412806511,0.17468660613521933
DAL,2020,9,-0.12737984880805014,0.09973875572904944
