team,season,week,l5_qb_epa
CLE,2017,8,-8.842705917358398
CLE,2017,10,-9.905399227142334
CLE,2017,11,-7.059915399551391
CLE,2017,12,-14.723584699630738
CLE,2017,13,-9.389551258087158
CLE,2017,14,-9.195031785964966
CLE,2017,15,-5.559355306625366
CLE,2017,16,-9.182003211975097
CLE,2017,17,-5.04120979309082
CLE,2018,1,-4.01919379234314
CLE,2018,2,-6.985421562194825
CLE,2018,3,-8.382515203952789
CLE,2018,4,-2.764430487155914
CLE,2018,5,-1.7931563019752503
CLE,2018,6,-3.8495340943336487
CLE,2018,7,-4.8018869996070865
CLE,2018,8,-5.117994689941407
CLE,2018,9,-7.936911487579346
CLE,2018,10,-6.270479822158814
CLE,2018,12,-1.7658492565155028
CLE,2018,13,7.3604637622833256
CLE,2018,14,7.131112003326416
CLE,2018,15,9.655735683441161
CLE,2018,16,8.704915523529053
CLE,2018,17,7.845194149017334
CLE,2019,1,4.901328277587891
CLE,2019,2,2.017361307144165
CLE,2019,3,0.8808799743652344
CLE,2019,4,0.364912748336792
CLE,2019,5,0.5948161602020263
CLE,2019,6,-5.5936112880706785
CLE,2019,8,-2.464504671096802
CLE,2019,9,-4.726566028594971
CLE,2019,10,-2.3429838180541993
CLE,2019,11,-4.505761051177979
CLE,2019,12,0.3647745370864868
CLE,2019,13,3.5210957765579223
CLE,2019,14,4.446292901039124
CLE,2019,15,2.6245654821395874
CLE,2019,16,3.6678086042404177
CLE,2019,17,3.799661159515381
CLE,2020,1,1.5066164493560792
CLE,2020,2,0.2915151119232178
CLE,2020,3,2.900351619720459
CLE,2020,4,2.5627211570739745
CLE,2020,5,3.568032217025757
CLE,2020,6,3.819220495223999
CLE,2020,7,3.252311658859253
CLE,2020,8,5.356536817550659
CLE,2020,10,3.313444709777832
CLE,2020,11,1.305818796157837
CLE,2020,12,0.6393873542547226
CLE,2020,13,5.993366464972496
CLE,2020,14,6.663526758551598
CLE,2020,15,9.13013742864132
CLE,2020,16,13.87169507443905
CLE,2020,17,12.017211151123046
CLE,2021,1,10.433318710327148
CLE,2021,2,7.614618110656738
CLE,2021,3,7.076325416564941
CLE,2021,4,2.5311231136322023
CLE,2021,5,2.94220871925354
CLE,2021,6,3.8408493518829347
CLE,2021,7,0.4760892391204834
CLE,2021,8,-0.16606497764587402
CLE,2021,9,0.874515151977539
CLE,2021,10,4.385859584808349
CLE,2021,11,1.3777150154113769
CLE,2021,12,1.160015869140625
CLE,2021,14,-0.23757858276367189
CLE,2021,15,-1.194583797454834
CLE,2021,16,-2.849807691574097
CLE,2021,17,-1.9948723793029786
CLE,2021,18,-3.715569591522217
CLE,2022,1,-4.227094936370849
CLE,2022,2,-5.322595882415771
CLE,2022,3,-2.985160303115845
CLE,2022,4,-2.513334536552429
CLE,2022,5,0.4349761247634888
CLE,2022,6,2.7887044191360473
CLE,2022,7,2.1251660585403442
CLE,2022,8,-0.5485454201698303
CLE,2022,10,1.934893047809601
CLE,2022,11,0.9358108639717102
CLE,2022,12,3.0915589451789858
CLE,2022,13,4.068680107593536
CLE,2022,14,3.0601186752319336
CLE,2022,15,-0.731015396118164
CLE,2022,16,-0.09983434677124023
CLE,2022,17,-6.747584819793701
CLE,2022,18,-4.008777618408203
CLE,2023,1,-3.866225481033325
CLE,2023,2,-5.023857355117798
CLE,2023,3,-7.645748472213745
CLE,2023,4,-2.049619436264038
CLE,2023,6,-9.104969835281372
CLE,2023,7,-11.188497734069824
CLE,2023,8,-9.680252027511596
CLE,2023,9,-7.627284669876099
CLE,2023,10,-9.842052555084228
CLE,2023,11,-4.4081784129142765
CLE,2023,12,-3.4916525721549987
CLE,2023,13,-2.826004373608157
CLE,2023,14,-3.2466490383725612
CLE,2023,15,-3.864388858852908
CLE,2023,16,-7.304352020798251
CLE,2023,17,-1.5613996739964933
CLE,2023,18,-0.3215176582336426
CLE,2024,1,-0.9546463966369629
CLE,2024,2,-5.246893215179443
CLE,2024,3,-1.5192695379257202
CLE,2024,4,-9.440272879600524
CLE,2024,5,-12.064257884025574
CLE,2024,6,-12.887254405021668
CLE,2024,7,-7.960926198959351
CLE,2024,8,-12.07379653453827
CLE,2024,9,-5.390078616142273
CLE,2024,11,-8.198473048210143
CLE,2024,12,-3.3885172605514526
CLE,2024,13,-3.8643314123153685
CLE,2024,14,-0.6791080713272095
CLE,2024,15,-5.255898880958557
CLE,2024,16,-5.102560639381409
CLE,2024,17,-10.467284607887269
CLE,2024,18,-15.326995134353638
DAL,2010,3,4.313394784927368
DAL,2010,5,8.23802391688029
DAL,2010,6,6.499889969825745
DAL,2010,7,5.054920542240143
DAL,2010,8,2.5882761597633364
DAL,2010,9,2.1393779873847962
DAL,2010,10,-3.104219615459442
DAL,2010,11,0.42432690858840943
DAL,2010,12,1.987830400466919
DAL,2010,13,5.469341230392456
DAL,2010,14,6.372380065917969
DAL,2010,15,7.933093690872193
DAL,2010,16,6.580676698684693
DAL,2010,17,2.8256099224090576
DAL,2011,1,-0.9133385181427002
DAL,2011,2,-0.5899301052093506
DAL,2011,3,3.2452114105224608
DAL,2011,4,1.0863001823425293
DAL,2011,6,1.5119992256164552
DAL,2011,7,4.42637004852295
DAL,2011,8,3.861027240753174
DAL,2011,9,-0.901246166229248
DAL,2011,10,1.3385412216186523
DAL,2011,11,7.126697540283203
DAL,2011,12,8.524575138092041
DAL,2011,13,7.030913591384888
DAL,2011,14,8.910999774932861
DAL,2011,15,9.131685924530029
DAL,2011,16,8.62279462814331
DAL,2011,17,5.146374034881592
DAL,2012,1,5.736760592460632
DAL,2012,2,7.831913018226624
DAL,2012,3,4.751395273208618
DAL,2012,4,-0.023374319076538086
DAL,2012,6,-2.079465627670288
DAL,2012,7,0.9150579690933227
DAL,2012,8,0.4184519052505493
DAL,2012,9,-1.4980175018310546
DAL,2012,10,1.7044183731079101
DAL,2012,11,6.243990802764893
DAL,2012,12,3.045951098203659
DAL,2012,13,3.094742792844772
DAL,2012,14,9.738935488462449
DAL,2012,15,9.330605524778367
DAL,2012,16,10.46031066775322
DAL,2012,17,13.997447967529297
DAL,2013,1,10.646481609344482
DAL,2013,2,5.0332695007324215
DAL,2013,3,4.838183784484864
DAL,2013,4,4.412218475341797
DAL,2013,5,1.2592869997024536
DAL,2013,6,8.485021805763244
DAL,2013,7,9.381358361244201
DAL,2013,8,8.772649693489075
DAL,2013,9,6.553827954828739
DAL,2013,10,7.499652744829655
DAL,2013,12,-0.06246454566717148
DAL,2013,13,0.14919330030679703
DAL,2013,14,0.6076274052262306
DAL,2013,15,0.8206240653991699
DAL,2013,16,-0.22520649433135986
DAL,2013,17,3.826137900352478
DAL,2014,1,4.118892097473145
DAL,2014,2,1.9358606338500977
DAL,2014,3,3.038495862483978
DAL,2014,4,4.8789720177650455
DAL,2014,5,5.252690851688385
DAL,2014,6,7.24489107131958
DAL,2014,7,10.983317756652832
DAL,2014,8,13.367365264892578
DAL,2014,9,11.16892546415329
DAL,2014,10,6.784421718120575
DAL,2014,12,6.809049022197724
DAL,2014,13,7.071997821331024
DAL,2014,14,1.7079402804374695
DAL,2014,15,5.077482223510742
DAL,2014,16,9.775031661987304
DAL,2014,17,11.954624938964844
DAL,2015,1,10.711511993408203
DAL,2015,2,14.230691719055176
DAL,2015,3,10.695781874656678
DAL,2015,4,7.829390597343445
DAL,2015,5,5.6298767805099486
DAL,2015,7,0.9031782865524292
DAL,2015,8,-2.5572598695755007
DAL,2015,9,-3.806487274169922
DAL,2015,10,-3.9006606340408325
DAL,2015,11,-6.296242427825928
DAL,2015,12,-2.4048714637756348
DAL,2015,13,-5.098404216766357
DAL,2015,14,-2.7194049835205076
DAL,2015,15,-6.594296622276306
DAL,2015,16,-7.327750968933105
DAL,2015,17,-8.909664678573609
DAL,2016,1,-2.9261943340301513
DAL,2016,2,-3.4449079513549803
DAL,2016,3,3.3933341979980467
DAL,2016,4,7.3514913558959964
DAL,2016,5,10.364380407333375
DAL,2016,6,10.676840925216675
DAL,2016,8,11.749778556823731
DAL,2016,9,8.887155103683472
DAL,2016,10,10.256976079940795
DAL,2016,11,10.989659452438355
DAL,2016,12,12.549459791183471
DAL,2016,13,13.2379310131073
DAL,2016,14,11.652202606201172
DAL,2016,15,3.044016647338867
DAL,2016,16,1.6541780471801757
DAL,2016,17,1.4358560562133789
DAL,2017,1,-3.360251235961914
DAL,2017,2,-0.8863352775573731
DAL,2017,3,-0.3744635581970215
DAL,2017,4,-1.190400743484497
DAL,2017,5,-3.590803861618042
DAL,2017,7,0.24313578605651856
DAL,2017,8,2.0214895725250246
DAL,2017,9,5.842322218418121
DAL,2017,10,6.820117580890655
DAL,2017,11,3.5494654774665833
DAL,2017,12,-3.237803065776825
DAL,2017,13,-9.183423984050751
DAL,2017,14,-9.709966611862182
DAL,2017,15,-8.05174708366394
DAL,2017,16,-5.929471802711487
DAL,2017,17,-3.0408140420913696
DAL,2018,1,0.09349899291992188
DAL,2018,2,-1.2618612766265869
DAL,2018,3,-5.065273571014404
DAL,2018,4,-7.476831269264221
DAL,2018,5,-2.9721790552139282
DAL,2018,6,-4.024427843093872
DAL,2018,7,-1.8423166751861573
DAL,2018,9,-1.5106999933719636
DAL,2018,10,0.039427512884140016
DAL,2018,11,-0.2274776041507721
DAL,2018,12,1.236520141363144
DAL,2018,13,2.4192417562007904
DAL,2018,14,3.0605698108673094
DAL,2018,15,6.6219213008880615
DAL,2018,16,2.831176996231079
DAL,2018,17,2.7357178211212156
DAL,2019,1,6.101445722579956
DAL,2019,2,11.599231624603272
DAL,2019,3,11.613944149017334
DAL,2019,4,14.970920944213868
DAL,2019,5,14.884419584274292
DAL,2019,6,10.289966106414795
DAL,2019,7,6.677688884735107
DAL,2019,9,5.810030269622803
DAL,2019,10,6.617748832702636
DAL,2019,11,10.354513120651244
DAL,2019,12,14.241960906982422
DAL,2019,13,10.51348934173584
DAL,2019,14,7.639047241210937
DAL,2019,15,6.4882749080657955
DAL,2019,16,3.850044012069702
DAL,2019,17,-1.3005122661590576
DAL,2020,1,1.6715244770050048
DAL,2020,2,1.9232313632965088
DAL,2020,3,4.918772220611572
DAL,2020,4,5.1492890357971195
DAL,2020,5,8.125856590270995
DAL,2020,6,6.4035589545965195
DAL,2020,7,6.461446985602379
DAL,2020,8,0.8606878608465195
DAL,2020,9,-5.89384323656559
DAL,2020,11,-8.98336321413517
DAL,2020,12,-8.968693721294404
DAL,2020,13,-12.360109889507294
DAL,2020,14,-8.806047999858857
DAL,2020,15,-1.265168559551239
DAL,2020,16,-0.018362247943878175
DAL,2020,17,2.3948614835739135
DAL,2021,1,4.79273841381073
DAL,2021,2,6.020934367179871
DAL,2021,3,3.1612155199050904
DAL,2021,4,5.260690927505493
DAL,2021,5,4.583314561843872
DAL,2021,6,8.593866395950318
DAL,2021,8,10.441155290603637
DAL,2021,9,11.21906361579895
DAL,2021,10,7.240262651443482
DAL,2021,11,10.06913743019104
DAL,2021,12,4.912855195999145
DAL,2021,13,1.6329973697662354
DAL,2021,14,-0.48266048431396485
DAL,2021,15,-1.0714103698730468
DAL,2021,16,-5.532415676116943
DAL,2021,17,1.3156811714172363
DAL,2021,18,2.2938706398010256
DAL,2022,1,9.01396131515503
DAL,2022,2,8.770603275299072
DAL,2022,3,10.350236701965333
DAL,2022,4,7.267035484313965
DAL,2022,5,5.209324765205383
DAL,2022,6,-1.173026156425476
DAL,2022,7,-0.3528507947921753
DAL,2022,8,-0.06669280529022217
DAL,2022,10,2.201025700569153
DAL,2022,11,0.5324228286743165
DAL,2022,12,5.5457761764526365
DAL,2022,13,9.552506446838379
DAL,2022,14,8.296462869644165
DAL,2022,15,4.61856107711792
DAL,2022,16,6.762699317932129
DAL,2022,17,4.225155067443848
DAL,2022,18,3.9946739196777346
DAL,2023,1,0.6803861141204834
DAL,2023,2,2.2488473892211913
DAL,2023,3,3.459740924835205
DAL,2023,4,1.5855297565460205
DAL,2023,5,0.272338342666626
DAL,2023,6,0.46823945045471194
DAL,2023,8,0.988179063796997
DAL,2023,9,1.2913158893585206
DAL,2023,10,4.6069260597229
DAL,2023,11,7.04594316482544
DAL,2023,12,11.011612606048583
DAL,2023,13,13.294424057006836
DAL,2023,14,13.729812240600586
DAL,2023,15,11.135128169506789
DAL,2023,16,5.419662242382765
DAL,2023,17,5.578245692700148
DAL,2023,18,4.199628406018019
DAL,2024,1,5.865413432568312
DAL,2024,2,4.542942714691162
DAL,2024,3,5.35762128829956
DAL,2024,4,5.289357662200928
DAL,2024,5,5.219983386993408
DAL,2024,6,2.935559558868408
DAL,2024,8,0.36544170379638674
DAL,2024,9,2.225799894332886
DAL,2024,10,0.6828446924686432
DAL,2024,11,-4.898554462194443
DAL,2024,12,-9.769928401708603
DAL,2024,13,-4.158420413732529
DAL,2024,14,-4.887537139654159
DAL,2024,15,-6.155527257919312
DAL,2024,16,-0.4577634334564209
DAL,2024,17,4.129058885574341
DAL,2024,18,0.656553316116333
DEN,2010,3,15.464224338531494
DEN,2010,4,12.346624851226807
DEN,2010,5,9.074613183736801
DEN,2010,6,9.862682604789734
DEN,2010,7,8.49480460882187
DEN,2010,8,0.3823831915855408
DEN,2010,10,1.8408381819725037
DEN,2010,11,5.9840440392494205
DEN,2010,12,2.0028040528297426
DEN,2010,13,4.491379642486573
DEN,2010,14,4.906538486480713
DEN,2011,1,-2.886727237701416
DEN,2011,2,-7.352062559127807
DEN,2011,3,-4.940743684768677
DEN,2011,4,-7.130475997924805
DEN,2011,5,-3.080884552001953
DEN,2012,1,0.4275932312011719
DEN,2012,2,3.5177048206329347
DEN,2012,3,0.7318050861358643
DEN,2012,4,0.03428552150726318
DEN,2012,5,3.8904351949691773
DEN,2012,6,8.151514601707458
DEN,2012,8,7.999291968345642
DEN,2012,9,13.374052596092223
DEN,2012,10,16.539932632446288
DEN,2012,11,12.834797286987305
DEN,2012,12,9.02620325088501
DEN,2012,13,9.050455570220947
DEN,2012,14,6.346001625061035
DEN,2012,15,5.200275230407715
DEN,2012,16,4.971735858917237
DEN,2012,17,9.766928482055665
DEN,2013,1,12.723251342773438
DEN,2013,2,16.753795528411864
DEN,2013,3,19.24216260910034
DEN,2013,4,21.977356719970704
DEN,2013,5,22.464445877075196
DEN,2013,6,23.573441314697266
DEN,2013,7,20.786419105529784
DEN,2013,8,19.23002223968506
DEN,2013,10,15.766682362556457
DEN,2013,11,14.563448643684387
DEN,2013,12,10.636135411262511
DEN,2013,13,7.1951913118362425
DEN,2013,14,10.112508130073547
DEN,2013,15,14.306054306030273
DEN,2013,16,13.138289642333984
DEN,2013,17,13.512663841247559
DEN,2014,1,19.70758800506592
DEN,2014,2,16.68784103393555
DEN,2014,3,14.696377182006836
DEN,2014,5,13.64746994972229
DEN,2014,6,13.639263582229614
DEN,2014,7,10.622326517105103
DEN,2014,8,12.10813603401184
DEN,2014,9,13.410104417800904
DEN,2014,10,12.075687742233276
DEN,2014,11,11.919603300094604
DEN,2014,12,8.2751229763031
DEN,2014,13,7.7246228694915775
DEN,2014,14,4.260273146629333
DEN,2014,15,4.526225280761719
DEN,2014,16,4.373998832702637
DEN,2014,17,4.271192932128907
DEN,2015,1,1.481576156616211
DEN,2015,2,-1.155293869972229
DEN,2015,3,-1.2566287040710449
DEN,2015,4,-2.3048205375671387
DEN,2015,5,-0.8494267225265503
DEN,2015,6,-2.949473261833191
DEN,2015,8,-2.7896660566329956
DEN,2015,9,0.8665485620498657
DEN,2015,10,-0.03521344661712646
DEN,2015,11,1.1038589477539062
DEN,2015,12,3.8903430938720702
DEN,2015,13,5.094230270385742
DEN,2015,14,1.5706388711929322
DEN,2015,15,-0.15246589183807374
DEN,2015,16,-0.49898681640625
DEN,2015,17,-0.5913178443908691
DEN,2016,1,-0.13775081634521485
DEN,2016,2,-0.38083655834198
DEN,2016,3,0.8237169742584228
DEN,2016,4,4.20877206325531
DEN,2016,5,4.511603617668152
DEN,2016,6,4.568885636329651
DEN,2016,7,4.778421354293823
DEN,2016,8,4.954527807235718
DEN,2016,9,-0.479845666885376
DEN,2016,10,-2.5950629234313967
DEN,2016,12,-1.1198426723480224
DEN,2016,13,2.7895841360092164
DEN,2016,14,0.26822829246520996
DEN,2016,15,2.424919319152832
DEN,2016,16,0.03686985969543457
DEN,2016,17,-2.986169767379761
DEN,2017,1,-5.162638235092163
DEN,2017,2,-1.9066912174224853
DEN,2017,3,-1.2715238571166991
DEN,2017,4,0.19900045394897461
DEN,2017,6,2.465506601333618
DEN,2017,7,-0.7571717739105225
DEN,2017,8,-4.903092622756958
DEN,2017,9,-8.504646253585815
DEN,2017,10,-8.673344850540161
DEN,2017,11,-8.993296992778777
DEN,2017,12,-8.648030650615691
DEN,2017,13,-3.6184800982475283
DEN,2017,14,-6.433651340007782
DEN,2017,15,-4.473035991191864
DEN,2017,16,-1.3096416473388672
DEN,2017,17,-4.192653465270996
DEN,2018,1,-7.175255680084229
DEN,2018,2,-2.6672210693359375
DEN,2018,3,-3.251703453063965
DEN,2018,4,-7.694319534301758
DEN,2018,5,-4.380659580230713
DEN,2018,6,-3.5222264647483827
DEN,2018,7,-2.7906635373830797
DEN,2018,8,-2.7878954142332075
DEN,2018,9,-1.2556204050779343
DEN,2018,11,1.1334950238466264
DEN,2018,12,1.1513083428144455
DEN,2018,13,1.775157517194748
DEN,2018,14,2.481127053499222
DEN,2018,15,1.0260864078998566
DEN,2018,16,-0.29962240159511566
DEN,2018,17,-0.7554163366556168
DEN,2019,1,-1.567197361588478
DEN,2019,2,-0.606379833817482
DEN,2019,3,2.1324184983968735
DEN,2019,4,0.8748007774353027
DEN,2019,5,2.3597838401794435
DEN,2019,6,1.5136086463928222
DEN,2019,7,-0.6668290138244629
DEN,2019,8,-6.149077415466309
DEN,2019,9,-6.303598117828369
DEN,2019,11,-6.825805616378784
DEN,2019,12,-6.986467409133911
DEN,2019,13,-9.813801717758178
DEN,2019,14,-6.2324717998504635
DEN,2019,15,-1.1975903034210205
DEN,2019,16,-3.948499393463135
DEN,2019,17,-1.7196608543395997
DEN,2020,1,2.7449853897094725
DEN,2020,2,2.814287710189819
DEN,2020,3,-1.588531732559204
DEN,2020,4,-1.3798296451568604
DEN,2020,6,-2.137200212478638
DEN,2020,7,-4.106531381607056
DEN,2020,8,-6.964401626586914
DEN,2020,9,-5.537451505661011
DEN,2020,10,-3.1384428977966308
DEN,2020,11,-5.780159378051758
DEN,2020,13,-4.479764485359192
DEN,2020,14,-0.37475683689117434
DEN,2020,15,0.9866900682449341
DEN,2020,16,-1.9839600801467896
DEN,2020,17,0.3240687072277069
DEN,2021,1,0.7970297753810882
DEN,2021,2,4.65050944685936
DEN,2021,3,4.442947381734848
DEN,2021,4,9.529562371969224
DEN,2021,5,7.735832595825196
DEN,2021,6,8.604069137573243
DEN,2021,7,4.70671501159668
DEN,2021,8,4.181578731536865
DEN,2021,9,2.516133260726929
DEN,2021,10,6.003333616256714
DEN,2021,12,3.3065139293670653
DEN,2021,13,4.085065793991089
DEN,2021,14,0.823095178604126
DEN,2021,15,1.8820575714111327
DEN,2021,16,-1.8602024078369142
DEN,2021,17,-1.2606092929840087
DEN,2021,18,-2.362535572052002
DEN,2022,1,0.1982734203338623
DEN,2022,2,1.4503295421600342
DEN,2022,3,3.653972774744034
DEN,2022,4,1.9427688658237456
DEN,2022,5,1.288766199350357
DEN,2022,6,-1.8763698041439056
DEN,2022,7,-6.274075359106064
DEN,2022,8,-8.892191553115845
DEN,2022,10,-6.190982389450073
DEN,2022,11,-7.240194988250733
DEN,2022,12,-4.346696305274963
DEN,2022,13,-5.819647717475891
DEN,2022,14,-3.103980576992035
DEN,2022,15,-5.031866776943207
DEN,2022,16,-4.978297460079193
DEN,2022,17,-7.04372740983963
DEN,2022,18,-6.70554152727127
DEN,2023,1,-6.054532527923584
DEN,2023,2,-4.192173767089844
DEN,2023,3,-2.322063446044922
DEN,2023,4,-0.10740175247192382
DEN,2023,5,5.236304759979248
DEN,2023,6,2.343309688568115
DEN,2023,7,-1.7875163078308105
DEN,2023,8,-1.637674617767334
DEN,2023,10,-3.04837589263916
DEN,2023,11,-4.740375709533692
DEN,2023,12,-2.360700798034668
DEN,2023,13,2.189865779876709
DEN,2023,14,-1.6229006767272949
DEN,2023,15,-1.0970672607421874
DEN,2023,16,-2.7272762298583983
DEN,2023,17,-3.2498483180999758
DEN,2023,18,-3.2006500720977784
DEN,2024,1,-0.1363885819911957
DEN,2024,2,-3.3488053262233732
DEN,2024,3,-4.595174115896225
DEN,2024,4,-3.9466506421566008
DEN,2024,5,-7.479712814092636
DEN,2024,6,-7.053238296508789
DEN,2024,7,-3.900552845001221
DEN,2024,8,-1.9428388833999635
DEN,2024,9,0.3614425420761108
DEN,2024,10,0.6660125494003296
DEN,2024,11,1.7081700086593627
DEN,2024,12,6.7553071737289425
DEN,2024,13,8.19006414413452
DEN,2024,15,6.122185564041137
DEN,2024,16,5.445509195327759
DEN,2024,17,5.331826829910279
DEN,2024,18,2.686842203140259
DET,2010,3,-1.773153305053711
DET,2010,4,-3.6209171613057456
DET,2010,5,-1.8282038569450378
DET,2010,6,0.48853440284729005
DET,2010,8,2.0752018108963965
DET,2010,9,0.28125506788492205
DET,2010,10,2.272026838362217
DET,2010,11,2.4170265808701514
DET,2010,12,1.6606846466660499
DET,2010,13,0.011633014678955078
DET,2010,14,1.0478147923946382
DET,2010,15,-1.5476642191410064
DET,2010,16,0.20457958579063415
DET,2010,17,0.5845734059810639
DET,2011,1,2.6218825757503508
DET,2011,2,5.27077169418335
DET,2011,3,10.32089376449585
DET,2011,4,9.901023006439209
DET,2011,5,8.022741770744323
DET,2011,6,8.580233359336853
DET,2011,7,3.220728850364685
DET,2011,8,-1.2221278429031373
DET,2011,10,-1.2018880128860474
DET,2011,11,-4.624468898773193
DET,2011,12,-2.0837262153625487
DET,2011,13,-0.9662379264831543
DET,2011,14,1.745069408416748
DET,2011,15,0.7078657150268555
DET,2011,16,6.594637870788574
DET,2011,17,7.90956859588623
DET,2012,1,13.443020439147949
DET,2012,2,10.64994306564331
DET,2012,3,10.558373069763183
DET,2012,4,10.68253002166748
DET,2012,6,6.399152421951294
DET,2012,7,3.3935601711273193
DET,2012,8,4.410011577606201
DET,2012,9,6.861966609954834
DET,2012,10,8.091789531707764
DET,2012,11,10.076095247268677
DET,2012,12,5.72443118095398
DET,2012,13,8.144651222229005
DET,2012,14,4.519511991739273
DET,2012,15,0.16267319321632384
DET,2012,16,-7.695925134420395
DET,2012,17,-2.5095130860805512
DET,2013,1,-4.5238172829151155
DET,2013,2,-3.054984986782074
DET,2013,3,-0.7699060797691345
DET,2013,4,7.068390429019928
DET,2013,5,4.403420794010162
DET,2013,6,4.4959717899560925
DET,2013,7,5.160413756966591
DET,2013,8,7.8922516971826555
DET,2013,10,6.699004569649697
DET,2013,11,8.5351991802454
DET,2013,12,9.452175521850586
DET,2013,13,6.310329151153565
DET,2013,14,2.9390918731689455
DET,2013,15,2.2640452861785887
DET,2013,16,0.5547782421112061
DET,2013,17,-1.6376776218414306
DET,2014,1,-1.5206024646759033
DET,2014,2,1.648561143875122
DET,2014,3,0.7810966014862061
DET,2014,4,1.4005797386169434
DET,2014,5,4.597776985168457
DET,2014,6,3.438729190826416
DET,2014,7,-1.2040131568908692
DET,2014,8,-1.7938407421112061
DET,2014,10,0.5794009208679199
DET,2014,11,-0.5014365196228028
DET,2014,12,0.4832630157470703
DET,2014,13,-0.20724544525146485
DET,2014,14,2.204685115814209
DET,2014,15,2.9776261329650877
DET,2014,16,1.7517199993133545
DET,2014,17,2.861495089530945
DET,2015,1,3.5385987997055053
DET,2015,2,1.694317626953125
DET,2015,3,-0.5161516189575195
DET,2015,4,-1.8972744464874267
DET,2015,5,-1.614584493637085
DET,2015,6,-0.9710224092006683
DET,2015,7,1.429353505373001
DET,2015,8,-0.57401162981987
DET,2015,10,-1.2517957866191864
DET,2015,11,-0.7766419351100922
DET,2015,12,0.4594140529632568
DET,2015,13,2.835116910934448
DET,2015,14,3.1292407512664795
DET,2015,15,3.069162130355835
DET,2015,16,5.587964916229248
DET,2015,17,5.637802791595459
DET,2016,1,3.1817355155944824
DET,2016,2,8.331303310394286
DET,2016,3,10.27123565673828
DET,2016,4,11.077071380615234
DET,2016,5,8.678750324249268
DET,2016,6,6.530529481172562
DET,2016,7,6.018228608369827
DET,2016,8,8.315014058351517
DET,2016,9,4.0476121485233305
DET,2016,11,4.750048691034317
DET,2016,12,5.706173300743103
DET,2016,13,1.0635220289230347
DET,2016,14,2.4848715543746946
DET,2016,15,1.7796710968017577
DET,2016,16,2.056330072879791
DET,2016,17,0.5831980347633362
DET,2017,1,3.374491274356842
DET,2017,2,0.04993637800216675
DET,2017,3,0.8077701091766357
DET,2017,4,-0.015642845630645753
DET,2017,5,-0.09393240213394165
DET,2017,6,-3.296651041507721
DET,2017,8,-8.108869063854218
DET,2017,9,-6.570202589035034
DET,2017,10,1.136181116104126
DET,2017,11,2.2722240447998048
DET,2017,12,5.784119510650635
DET,2017,13,10.532135796546935
DET,2017,14,10.762817120552063
DET,2017,15,7.130032849311829
DET,2017,16,6.8828342199325565
DET,2017,17,3.1371703863143923
DET,2018,1,5.437461709976196
DET,2018,2,0.7037289142608643
DET,2018,3,-0.8255277156829834
DET,2018,4,0.13921403884887695
DET,2018,5,4.930016613006591
DET,2018,7,4.314092922210693
DET,2018,8,10.283574390411378
DET,2018,9,9.109997081756593
DET,2018,10,6.141605949401855
DET,2018,11,2.241556453704834
DET,2018,12,1.4212590217590333
DET,2018,13,-3.6516791343688966
DET,2018,14,-5.796609592437744
DET,2018,15,-5.124462890625
DET,2018,16,-3.9080702304840087
DET,2018,17,-7.187832689285278
DET,2019,1,-1.4335094928741454
DET,2019,2,2.620536756515503
DET,2019,3,4.685466337203979
DET,2019,4,5.1072603225708
DET,2019,6,8.76085844039917
DET,2019,7,5.454649984836578
DET,2019,8,5.722615301609039
DET,2019,9,8.172355806827545
DET,2019,10,9.640229475498199
DET,2019,11,6.468645060062409
DET,2019,12,7.3670672416687015
DET,2019,13,4.203708791732788
DET,2019,14,1.6772305011749267
DET,2019,15,-2.7436791896820067
DET,2019,16,-4.102620649337768
DET,2019,17,-6.2391551494598385
DET,2020,1,-8.733135604858399
DET,2020,2,-9.200465679168701
DET,2020,3,-8.503063297271728
DET,2020,4,-3.6975167274475096
DET,2020,6,-2.430822157859802
DET,2020,7,1.5051311731338501
DET,2020,8,3.5837967157363892
DET,2020,9,3.395672917366028
DET,2020,10,1.8567456960678101
DET,2020,11,3.864840841293335
DET,2020,12,0.8204923152923584
DET,2020,13,-1.9750231742858886
DET,2020,14,2.8904325485229494
DET,2020,15,4.242772245407105
DET,2020,16,4.865933561325074
DET,2020,17,4.577176809310913
DET,2021,1,6.8955730438232425
DET,2021,2,1.6322370529174806
DET,2021,3,0.4545434832572937
DET,2021,4,-1.7749673485755921
DET,2021,5,1.6851578116416932
DET,2021,6,-3.3469337105751036
DET,2021,7,-3.1689269661903383
DET,2021,8,-3.3667418241500853
DET,2021,10,-6.110879826545715
DET,2021,11,-9.499034237861633
DET,2021,12,-8.915820050239564
DET,2021,13,-7.11050865650177
DET,2021,14,-6.063356828689575
DET,2021,15,-5.6568567752838135
DET,2021,16,-0.5179785251617431
DET,2021,17,2.121071827411652
DET,2021,18,3.1975555539131166
DET,2022,1,4.595789015293121
DET,2022,2,5.88312531709671
DET,2022,3,3.4197131752967835
DET,2022,4,4.739130687713623
DET,2022,5,6.211333751678467
DET,2022,7,-0.06179361343383789
DET,2022,8,-0.9668248653411865
DET,2022,9,0.5272683143615723
DET,2022,10,-1.2801625967025756
DET,2022,11,-0.49385526180267336
DET,2022,12,4.204650235176087
DET,2022,13,6.664342713356018
DET,2022,14,9.249439263343811
DET,2022,15,12.400061893463135
